tenure_in_months,number_of_referrals,total_revenue,contract,offer,online_security,premium_tech_support,device_protection_plan,customer_status
68,8,1848.58,Two Year,Offer A,No Internet,No Internet,No Internet,Stayed
32,0,4385.1,Month-to-Month,None,No,No,No,Stayed
4,0,159.54,Month-to-Month,None,No Internet,No Internet,No Internet,Stayed
64,0,7240.6,One Year,Offer B,Yes,No,No,Stayed
26,0,3195.6,Month-to-Month,None,No,No,No,Stayed
71,9,3334.76,Two Year,Offer A,Yes,Yes,Yes,Stayed
13,0,1171.72,Month-to-Month,None,No,No,No,Churned
41,0,4352.72,Two Year,None,No,Yes,No,Stayed
8,0,847.73,Month-to-Month,Offer E,No,No,No,Churned
41,0,905.57,Two Year,None,No Internet,No Internet,No Internet,Stayed
47,0,3673.39,Two Year,Offer B,No,Yes,Yes,Stayed
29,3,2305.36,Month-to-Month,None,No,No,No,Stayed
8,0,221.9,Month-to-Month,Offer E,No,No,Yes,Churned
57,0,9250.02,Two Year,None,Yes,No,Yes,Churned
42,0,3463.91,Month-to-Month,Offer B,Yes,No,Yes,Stayed
57,0,6494.41,Month-to-Month,None,Yes,Yes,No,Stayed
1,0,86.04,Month-to-Month,None,No,No,No,Churned
45,3,2685.55,Two Year,Offer B,No Internet,No Internet,No Internet,Stayed
54,0,4720.81,Month-to-Month,Offer B,No,No,No,Stayed
33,1,4022.29,Month-to-Month,None,No,No,No,Churned
52,4,1958.95,One Year,None,Yes,No,Yes,Stayed
71,1,7633.07,Two Year,Offer A,Yes,Yes,Yes,Stayed
72,2,7427.81,Two Year,None,Yes,Yes,Yes,Stayed
72,9,7155.69,Two Year,None,Yes,Yes,Yes,Stayed
40,2,2362.3,Two Year,Offer B,No Internet,No Internet,No Internet,Stayed
64,1,3423.5,Two Year,None,No,Yes,No,Stayed
26,4,1129.39,Month-to-Month,None,No Internet,No Internet,No Internet,Stayed
4,0,86.6,Month-to-Month,Offer E,No,No,No,Churned
52,2,3124.56,One Year,Offer B,No Internet,No Internet,No Internet,Stayed
62,5,6643.97,One Year,None,No,No,Yes,Stayed
42,1,3709.85,One Year,None,No,Yes,Yes,Stayed
11,0,1262.94,Month-to-Month,Offer D,No,No,No,Stayed
68,1,9465.56,Two Year,Offer A,Yes,Yes,Yes,Churned
41,10,3959.2,Month-to-Month,Offer B,Yes,No,No,Stayed
72,9,4719.75,Two Year,None,Yes,Yes,Yes,Stayed
1,0,95.76,Month-to-Month,None,No,No,No,Churned
2,0,162.29,Month-to-Month,Offer E,No,No,No,Churned
2,0,198.43,Month-to-Month,Offer E,No,No,No,Churned
49,0,5462.14,Two Year,None,No,Yes,Yes,Stayed
36,0,4026.58,Month-to-Month,Offer C,Yes,No,No,Churned
56,1,7978.25,One Year,Offer B,Yes,No,Yes,Stayed
72,4,10385.38,Two Year,None,No,No,Yes,Stayed
71,1,10718.96,Month-to-Month,None,Yes,No,No,Churned
11,0,1331.58,Two Year,None,No,No,No,Stayed
11,5,1323.4,Month-to-Month,None,No,Yes,Yes,Churned
51,1,3014.65,One Year,None,Yes,No,Yes,Churned
29,1,3596.73,Month-to-Month,None,No,No,No,Stayed
53,6,6789.02,One Year,None,No,Yes,No,Stayed
4,0,233.48,Month-to-Month,None,Yes,No,No,Churned
46,4,1622.71,Two Year,None,No Internet,No Internet,No Internet,Stayed
72,8,2397.26,Two Year,None,No Internet,No Internet,No Internet,Stayed
63,7,7398.63,One Year,Offer B,Yes,No,Yes,Stayed
60,0,9111.8,One Year,Offer B,Yes,No,No,Stayed
10,1,1309.45,Month-to-Month,None,Yes,No,No,Churned
3,0,363.93,Month-to-Month,Offer E,No,No,Yes,Churned
32,0,2643.83,Month-to-Month,Offer C,No,No,No,Churned
35,0,5014.9,Month-to-Month,None,No,Yes,Yes,Stayed
72,4,9351.09,Two Year,None,No,Yes,Yes,Stayed
48,1,4489.6,One Year,Offer B,No,No,Yes,Stayed
32,0,4195.0,Month-to-Month,Offer C,No,No,No,Churned
53,5,2495.2,Month-to-Month,None,Yes,No,Yes,Stayed
7,0,476.33,Month-to-Month,None,No,Yes,Yes,Stayed
46,0,1524.37,Two Year,None,No Internet,No Internet,No Internet,Stayed
12,0,605.75,Month-to-Month,Offer D,Yes,Yes,No,Stayed
64,8,8378.83,One Year,None,No,No,Yes,Stayed
15,0,624.0,One Year,None,No Internet,No Internet,No Internet,Stayed
41,0,5187.39,Month-to-Month,Offer B,No,No,Yes,Stayed
51,0,2970.85,One Year,Offer B,No Internet,No Internet,No Internet,Stayed
28,1,1593.68,One Year,None,No,No,No,Stayed
66,0,4323.4,Two Year,Offer A,Yes,Yes,Yes,Stayed
2,0,196.15,Month-to-Month,None,No,No,No,Churned
43,1,5333.04,Two Year,None,Yes,Yes,Yes,Stayed
58,1,4582.21,Two Year,Offer B,Yes,Yes,Yes,Stayed
66,8,7545.61,Two Year,Offer A,No,No,Yes,Stayed
71,5,8448.86,Two Year,None,Yes,Yes,Yes,Stayed
31,7,973.53,Two Year,None,No Internet,No Internet,No Internet,Stayed
71,5,4721.97,One Year,None,No Internet,No Internet,No Internet,Stayed
31,4,3624.77,Month-to-Month,Offer C,Yes,Yes,No,Stayed
48,1,4766.25,Two Year,Offer B,Yes,No,Yes,Stayed
72,7,6139.72,Two Year,Offer A,No,No,Yes,Stayed
72,4,7821.21,Two Year,Offer A,No,Yes,Yes,Stayed
54,0,7413.62,Month-to-Month,None,No,No,Yes,Stayed
72,0,1960.54,Two Year,Offer A,No Internet,No Internet,No Internet,Stayed
60,8,6408.3,Month-to-Month,Offer B,Yes,No,No,Stayed
65,7,8320.2,One Year,Offer B,No,No,Yes,Stayed
34,2,1442.6,Month-to-Month,Offer C,No,Yes,Yes,Stayed
37,0,4213.19,Two Year,None,Yes,Yes,No,Stayed
4,0,494.23,Month-to-Month,Offer E,Yes,No,No,Stayed
62,8,7551.7,Month-to-Month,Offer B,Yes,No,No,Stayed
52,0,6528.4,One Year,Offer B,No,No,No,Stayed
8,9,198.19,Month-to-Month,None,No Internet,No Internet,No Internet,Stayed
69,0,3083.62,Two Year,Offer A,No Internet,No Internet,No Internet,Stayed
12,0,1422.07,Month-to-Month,Offer D,No,No,Yes,Stayed
5,3,125.5,Month-to-Month,Offer E,No,No,No,Stayed
2,0,230.2,Month-to-Month,None,No,No,Yes,Churned
28,0,2867.73,Month-to-Month,Offer C,Yes,No,No,Stayed
58,0,1651.64,Two Year,Offer B,No Internet,No Internet,No Internet,Stayed
1,0,65.69,Month-to-Month,Offer E,No Internet,No Internet,No Internet,Churned
9,0,1009.7,Month-to-Month,None,No,No,No,Churned
71,4,8357.66,Two Year,None,No,No,Yes,Stayed
72,1,4724.5,Two Year,None,Yes,Yes,Yes,Stayed
13,0,1374.89,Month-to-Month,None,No,No,Yes,Churned
51,1,5887.83,Month-to-Month,None,No,No,No,Churned
20,0,1872.25,Month-to-Month,Offer D,No,No,Yes,Churned
18,4,1556.03,Month-to-Month,Offer D,No,Yes,No,Stayed
37,0,5210.64,One Year,Offer C,No,Yes,No,Stayed
50,0,6513.2,Month-to-Month,None,Yes,No,No,Stayed
21,0,634.48,Month-to-Month,Offer D,No Internet,No Internet,No Internet,Stayed
36,1,4016.19,Month-to-Month,None,No,No,No,Churned
69,7,10295.73,Two Year,Offer A,Yes,Yes,Yes,Stayed
1,0,97.72,Month-to-Month,None,No,No,No,Churned
72,5,8848.28,One Year,Offer A,No,No,Yes,Stayed
71,3,6968.25,Two Year,Offer A,Yes,Yes,Yes,Stayed
1,0,35.75,Month-to-Month,Offer E,No,No,No,Churned
5,0,719.1,Month-to-Month,None,No,No,No,Churned
34,0,4286.71,Month-to-Month,Offer C,No,No,Yes,Churned
38,0,2222.52,One Year,None,No Internet,No Internet,No Internet,Stayed
22,0,2407.9,Month-to-Month,None,No,No,No,Stayed
45,0,3171.1,Month-to-Month,None,Yes,No,No,Stayed
8,1,981.8,Month-to-Month,None,No,No,No,Churned
15,4,515.85,Month-to-Month,Offer D,No Internet,No Internet,No Internet,Stayed
52,0,7523.55,Month-to-Month,None,Yes,No,Yes,Churned
66,0,3027.25,One Year,Offer A,No,No,Yes,Stayed
66,0,6582.03,One Year,Offer A,Yes,Yes,No,Stayed
32,1,2549.61,Month-to-Month,None,No,No,No,Churned
12,0,897.74,Month-to-Month,None,No,No,No,Stayed
32,1,3441.91,Month-to-Month,Offer C,Yes,Yes,Yes,Stayed
1,0,98.92,Month-to-Month,None,No,No,No,Churned
60,5,5786.7,Two Year,None,No,Yes,Yes,Stayed
37,0,4612.19,Month-to-Month,None,No,Yes,No,Churned
9,0,404.71,Month-to-Month,Offer E,No Internet,No Internet,No Internet,Stayed
67,2,3281.65,Two Year,Offer A,Yes,No,No,Stayed
65,6,6411.97,One Year,None,No,No,No,Stayed
5,0,547.7,Month-to-Month,None,No,No,No,Stayed
16,0,967.99,Month-to-Month,None,No,No,No,Stayed
5,0,348.1,Month-to-Month,Offer E,No,No,No,Stayed
8,0,559.14,Month-to-Month,Offer E,No,No,No,Stayed
71,0,1908.01,Two Year,None,No Internet,No Internet,No Internet,Stayed
57,0,7053.69,Two Year,None,No,Yes,No,Stayed
4,0,493.57,Month-to-Month,None,No,No,Yes,Churned
30,1,2437.25,Month-to-Month,None,No,No,No,Stayed
1,0,111.83,Month-to-Month,None,No,No,Yes,Churned
25,1,2873.75,Month-to-Month,None,No,No,Yes,Churned
32,0,2764.24,Month-to-Month,None,No,No,No,Stayed
10,0,743.75,Month-to-Month,Offer D,No,No,No,Stayed
12,0,1544.31,Month-to-Month,Offer D,No,No,No,Stayed
14,0,1832.13,Month-to-Month,Offer D,Yes,Yes,No,Stayed
19,3,1288.55,Month-to-Month,None,No,No,No,Stayed
41,8,5796.31,Month-to-Month,Offer B,No,No,No,Stayed
69,1,10690.92,Two Year,Offer A,No,Yes,Yes,Churned
69,0,10461.38,One Year,Offer A,No,Yes,No,Stayed
33,2,1167.51,Month-to-Month,None,No Internet,No Internet,No Internet,Stayed
12,7,314.87,Two Year,Offer D,No Internet,No Internet,No Internet,Stayed
3,0,388.21,Month-to-Month,None,No,No,Yes,Churned
11,1,1065.13,Month-to-Month,Offer D,No,No,No,Churned
58,1,6994.64,One Year,None,No,No,Yes,Stayed
22,0,1742.71,Month-to-Month,Offer D,Yes,No,No,Stayed
62,0,7140.21,One Year,Offer B,Yes,Yes,No,Churned
7,1,657.71,Month-to-Month,None,No,No,No,Churned
61,9,6362.96,One Year,Offer B,No,No,Yes,Stayed
27,0,1868.88,Month-to-Month,None,Yes,Yes,No,Stayed
53,0,5642.29,One Year,Offer B,No,No,Yes,Stayed
19,0,1527.98,Month-to-Month,Offer D,Yes,Yes,No,Stayed
19,1,2545.46,Month-to-Month,Offer D,No,Yes,Yes,Churned
56,7,3275.73,One Year,None,No Internet,No Internet,No Internet,Stayed
72,2,11795.78,Two Year,Offer A,Yes,Yes,Yes,Stayed
17,7,2130.97,Month-to-Month,Offer D,No,No,No,Stayed
70,10,10471.7,Two Year,None,Yes,Yes,Yes,Stayed
72,9,4641.1,Two Year,None,Yes,Yes,Yes,Stayed
69,5,8327.39,Two Year,None,Yes,Yes,No,Stayed
65,1,7450.7,Two Year,Offer B,Yes,Yes,No,Churned
43,1,4150.52,One Year,None,No,Yes,No,Stayed
41,1,1644.88,Two Year,Offer B,No Internet,No Internet,No Internet,Stayed
46,3,1590.42,Month-to-Month,None,No Internet,No Internet,No Internet,Stayed
61,1,9411.65,One Year,None,Yes,No,No,Churned
19,0,736.4,Two Year,None,No Internet,No Internet,No Internet,Stayed
68,0,2719.2,Two Year,None,Yes,Yes,Yes,Stayed
52,8,5400.47,One Year,Offer B,No,No,Yes,Stayed
24,9,1393.1,One Year,Offer C,No Internet,No Internet,No Internet,Stayed
33,0,2551.62,Month-to-Month,None,Yes,No,No,Stayed
3,0,77.75,Month-to-Month,None,No,No,No,Churned
24,0,3510.39,Month-to-Month,None,No,No,Yes,Churned
31,3,1001.5,Two Year,Offer C,No Internet,No Internet,No Internet,Stayed
67,8,9719.99,One Year,None,Yes,No,Yes,Stayed
4,0,344.27,Month-to-Month,None,Yes,Yes,No,Churned
2,0,41.85,Month-to-Month,None,No,No,No,Churned
22,0,3180.3,Month-to-Month,None,No,No,No,Stayed
66,2,6097.56,Two Year,None,Yes,Yes,Yes,Stayed
2,0,105.69,Month-to-Month,None,Yes,No,Yes,Churned
2,0,124.01,Month-to-Month,Offer E,Yes,No,Yes,Churned
1,0,113.17,Month-to-Month,Offer E,No,No,No,Churned
71,0,8713.47,Two Year,None,Yes,Yes,Yes,Stayed
20,0,961.6,Two Year,None,No Internet,No Internet,No Internet,Stayed
66,1,6427.11,One Year,Offer A,No,Yes,No,Stayed
34,1,4260.67,Month-to-Month,None,No,No,Yes,Churned
47,1,3369.77,One Year,None,Yes,No,Yes,Stayed
69,1,10013.7,Month-to-Month,None,No,No,Yes,Churned
70,0,7423.95,One Year,None,No,Yes,Yes,Stayed
17,0,428.11,One Year,None,No Internet,No Internet,No Internet,Stayed
1,0,32.06,Month-to-Month,None,No Internet,No Internet,No Internet,Churned
46,1,2023.5,One Year,None,No Internet,No Internet,No Internet,Stayed
41,0,5760.93,Two Year,None,Yes,Yes,Yes,Stayed
54,0,7699.72,Month-to-Month,None,No,Yes,No,Churned
1,4,65.67,Month-to-Month,Offer E,No Internet,No Internet,No Internet,Churned
8,0,682.29,Month-to-Month,None,No,No,No,Stayed
12,0,1311.71,Month-to-Month,None,No,No,No,Churned
33,0,1380.43,One Year,Offer C,No Internet,No Internet,No Internet,Stayed
21,1,2279.61,Month-to-Month,Offer D,Yes,No,Yes,Churned
12,1,1404.46,Month-to-Month,None,No,No,Yes,Churned
25,0,2493.8,Month-to-Month,Offer C,No,Yes,No,Stayed
33,7,4065.35,One Year,Offer C,Yes,No,Yes,Stayed
11,0,1353.01,Month-to-Month,None,No,Yes,No,Stayed
47,0,1210.23,Two Year,None,No Internet,No Internet,No Internet,Stayed
7,0,265.8,Two Year,None,No,Yes,No,Stayed
49,0,1453.1,Month-to-Month,Offer B,No,No,Yes,Stayed
49,1,5843.03,Month-to-Month,Offer B,No,No,No,Churned
55,5,5525.7,Month-to-Month,None,No,No,Yes,Churned
20,0,1335.85,Month-to-Month,Offer D,No Internet,No Internet,No Internet,Stayed
28,8,1450.56,Month-to-Month,None,No Internet,No Internet,No Internet,Stayed
1,0,103.59,Month-to-Month,None,No,No,No,Churned
4,2,262.13,Month-to-Month,None,Yes,No,No,Stayed
42,0,1613.47,Two Year,Offer B,No Internet,No Internet,No Internet,Stayed
4,0,317.89,Month-to-Month,None,No,No,No,Stayed
41,0,1410.28,Month-to-Month,Offer B,No Internet,No Internet,No Internet,Stayed
13,0,469.55,One Year,None,No Internet,No Internet,No Internet,Stayed
50,3,2376.45,Two Year,None,No Internet,No Internet,No Internet,Stayed
1,0,153.3,Month-to-Month,None,No,No,No,Churned
1,0,79.67,Month-to-Month,None,No,No,No,Churned
66,6,9490.53,One Year,None,No,No,Yes,Stayed
10,0,568.6,Month-to-Month,Offer D,No Internet,No Internet,No Internet,Stayed
2,1,208.31,Month-to-Month,Offer E,No,No,Yes,Churned
1,0,130.39,Month-to-Month,Offer E,No,No,Yes,Churned
16,0,2149.2,Month-to-Month,None,No,No,No,Churned
27,1,2633.92,One Year,None,Yes,No,No,Stayed
58,0,2828.0,Two Year,Offer B,No Internet,No Internet,No Internet,Stayed
3,1,376.48,Month-to-Month,Offer E,No,No,No,Churned
8,0,853.41,Month-to-Month,Offer E,No,Yes,No,Stayed
71,8,9538.96,One Year,Offer A,No,No,Yes,Stayed
9,1,932.54,Month-to-Month,Offer E,No,No,No,Churned
28,1,3272.24,Month-to-Month,Offer C,No,Yes,No,Churned
3,1,261.81,Month-to-Month,None,No,No,No,Churned
22,0,2495.19,Month-to-Month,None,No,No,No,Churned
63,0,7877.57,Two Year,None,Yes,Yes,Yes,Stayed
34,0,2470.56,One Year,None,Yes,No,Yes,Stayed
46,0,5982.05,Month-to-Month,Offer B,Yes,No,No,Stayed
15,0,894.9,Month-to-Month,Offer D,No Internet,No Internet,No Internet,Churned
58,9,8111.55,One Year,None,Yes,No,No,Stayed
44,1,2327.75,Two Year,None,Yes,Yes,Yes,Stayed
1,1,99.15,Month-to-Month,Offer E,No,No,No,Churned
22,0,2885.46,Month-to-Month,None,Yes,No,No,Churned
20,1,482.8,Month-to-Month,None,No,No,No,Churned
8,1,792.49,Month-to-Month,Offer E,Yes,No,No,Stayed
24,6,3027.85,One Year,None,No,No,Yes,Stayed
1,0,108.42,Month-to-Month,Offer E,No,No,Yes,Churned
72,0,2352.45,Two Year,Offer A,No Internet,No Internet,No Internet,Stayed
14,0,1128.15,Two Year,None,No,No,Yes,Stayed
6,0,473.26,Month-to-Month,None,No,Yes,No,Stayed
12,0,730.11,One Year,None,No Internet,No Internet,No Internet,Stayed
7,0,707.67,Month-to-Month,None,No,No,No,Stayed
72,0,3860.9,Two Year,None,No Internet,No Internet,No Internet,Stayed
10,4,1145.45,Month-to-Month,None,Yes,No,No,Stayed
20,0,2837.0,Month-to-Month,None,No,No,Yes,Churned
15,0,1395.95,Month-to-Month,Offer D,Yes,No,Yes,Stayed
58,0,5504.71,Two Year,None,Yes,Yes,Yes,Stayed
20,0,830.1,Month-to-Month,None,No Internet,No Internet,No Internet,Churned
46,1,4517.84,Month-to-Month,Offer B,Yes,No,No,Stayed
4,0,95.64,One Year,None,No Internet,No Internet,No Internet,Stayed
35,9,2096.05,Two Year,None,No Internet,No Internet,No Internet,Stayed
1,0,61.43,Month-to-Month,None,No Internet,No Internet,No Internet,Churned
9,0,601.31,Month-to-Month,None,No Internet,No Internet,No Internet,Stayed
20,0,2388.42,Month-to-Month,None,Yes,No,No,Stayed
35,0,1537.7,One Year,None,No Internet,No Internet,No Internet,Stayed
21,0,2767.5,Month-to-Month,None,No,No,No,Stayed
49,0,6287.56,One Year,None,Yes,No,No,Stayed
47,0,5532.48,Month-to-Month,Offer B,No,No,Yes,Stayed
13,0,919.86,Month-to-Month,Offer D,Yes,No,No,Stayed
30,0,1187.05,One Year,None,No,Yes,No,Stayed
58,1,6730.06,Two Year,None,Yes,Yes,Yes,Stayed
53,6,1626.33,One Year,Offer B,No Internet,No Internet,No Internet,Stayed
2,0,256.44,Month-to-Month,None,No,No,No,Churned
60,1,8713.85,Month-to-Month,Offer B,No,No,Yes,Stayed
8,8,222.81,Two Year,None,No Internet,No Internet,No Internet,Stayed
2,0,206.17,Month-to-Month,Offer E,No,Yes,Yes,Churned
51,0,7196.98,Month-to-Month,Offer B,No,No,Yes,Stayed
27,1,1062.0,Month-to-Month,Offer C,No,No,No,Churned
12,0,1532.87,One Year,None,No,No,Yes,Churned
4,0,96.05,Month-to-Month,Offer E,No,No,No,Churned
31,0,3944.1,Month-to-Month,None,No,No,No,Stayed
10,0,627.2,Month-to-Month,Offer D,No,No,No,Stayed
41,3,3881.48,One Year,None,No,Yes,Yes,Stayed
18,0,1606.09,One Year,None,No,No,No,Stayed
32,7,3706.87,Month-to-Month,None,No,No,No,Stayed
10,0,1175.8,Month-to-Month,None,No,No,No,Stayed
49,0,6303.89,Month-to-Month,Offer B,No,No,No,Churned
62,0,2132.19,Two Year,None,No Internet,No Internet,No Internet,Stayed
42,10,2032.3,Two Year,Offer B,Yes,Yes,Yes,Stayed
72,0,10141.32,Two Year,None,No,No,No,Stayed
24,0,2693.03,Month-to-Month,None,No,Yes,No,Stayed
65,0,3052.95,Two Year,Offer B,No Internet,No Internet,No Internet,Stayed
72,1,8118.92,Two Year,None,Yes,Yes,Yes,Stayed
5,0,171.48,Month-to-Month,Offer E,No,No,Yes,Churned
70,4,6566.63,Two Year,Offer A,No,No,No,Stayed
50,1,7018.75,One Year,None,No,Yes,No,Stayed
1,0,113.63,Month-to-Month,Offer E,No,No,No,Churned
2,0,77.15,Month-to-Month,Offer E,No,Yes,Yes,Churned
71,4,6307.54,Two Year,Offer A,No,Yes,No,Stayed
71,8,7723.94,One Year,Offer A,Yes,No,Yes,Stayed
68,0,6747.08,Two Year,Offer A,Yes,Yes,Yes,Stayed
43,11,5803.77,One Year,None,Yes,Yes,Yes,Stayed
72,9,7254.6,Two Year,Offer A,Yes,Yes,No,Stayed
5,1,414.76,Month-to-Month,None,No,No,No,Churned
17,0,2255.32,One Year,None,No,Yes,Yes,Stayed
4,0,228.14,Month-to-Month,None,No Internet,No Internet,No Internet,Churned
15,1,755.15,Month-to-Month,None,No Internet,No Internet,No Internet,Churned
1,0,83.71,Month-to-Month,None,No,No,No,Churned
31,0,4393.16,Two Year,None,No,No,No,Stayed
41,0,5107.59,Two Year,Offer B,No,Yes,No,Stayed
67,4,7783.92,Two Year,Offer A,No,Yes,Yes,Stayed
17,0,1037.83,Two Year,Offer D,No Internet,No Internet,No Internet,Stayed
48,1,3482.0,Two Year,Offer B,Yes,No,Yes,Stayed
1,0,128.89,Month-to-Month,None,No,No,No,Churned
28,3,1013.65,One Year,None,No,No,No,Stayed
9,0,1102.14,Month-to-Month,None,No,No,No,Churned
71,0,2104.0,Two Year,Offer A,No Internet,No Internet,No Internet,Stayed
26,4,978.6,One Year,None,Yes,No,Yes,Stayed
11,9,1200.7,One Year,Offer D,No,Yes,No,Stayed
13,0,1052.1,Month-to-Month,Offer D,No,Yes,No,Stayed
71,2,7835.56,Two Year,Offer A,Yes,Yes,Yes,Stayed
4,1,210.01,Month-to-Month,None,No Internet,No Internet,No Internet,Stayed
9,0,516.1,Month-to-Month,Offer E,Yes,No,No,Churned
53,3,5409.17,Two Year,None,Yes,Yes,No,Stayed
58,1,5647.3,Month-to-Month,None,Yes,No,No,Churned
10,8,1119.4,Two Year,None,Yes,No,Yes,Stayed
43,0,5095.75,Month-to-Month,None,No,No,Yes,Stayed
2,0,184.73,Month-to-Month,Offer E,No,Yes,Yes,Churned
4,0,73.65,Month-to-Month,Offer E,No Internet,No Internet,No Internet,Stayed
65,5,7274.7,Two Year,None,Yes,Yes,No,Stayed
13,0,1452.21,One Year,Offer D,No,No,Yes,Stayed
49,3,4701.26,One Year,None,Yes,No,No,Stayed
8,8,283.32,Two Year,Offer E,No Internet,No Internet,No Internet,Stayed
72,1,7882.96,Two Year,Offer A,Yes,Yes,Yes,Stayed
4,1,519.87,Month-to-Month,Offer E,No,No,No,Churned
66,0,4259.44,Two Year,Offer A,No Internet,No Internet,No Internet,Stayed
43,0,1540.25,Two Year,None,Yes,No,No,Stayed
52,5,7509.25,One Year,None,Yes,Yes,Yes,Stayed
61,0,9731.28,One Year,Offer B,Yes,Yes,Yes,Stayed
69,0,7407.6,Two Year,Offer A,Yes,Yes,Yes,Stayed
70,8,8935.65,Month-to-Month,None,Yes,No,No,Stayed
71,0,4672.78,Two Year,None,No Internet,No Internet,No Internet,Stayed
10,1,1145.3,Month-to-Month,None,No,Yes,Yes,Churned
69,0,9203.52,Two Year,Offer A,No,Yes,Yes,Churned
46,1,5960.05,Two Year,None,Yes,Yes,Yes,Stayed
28,0,1971.66,One Year,Offer C,Yes,Yes,No,Stayed
11,0,752.25,One Year,None,No,Yes,Yes,Stayed
61,9,5991.24,One Year,None,No,No,No,Stayed
3,0,108.95,Month-to-Month,Offer E,No,No,No,Churned
6,0,672.07,Month-to-Month,Offer E,Yes,No,No,Stayed
22,0,2644.96,One Year,Offer D,Yes,Yes,Yes,Stayed
52,0,3038.55,Two Year,Offer B,Yes,No,Yes,Stayed
72,8,8557.42,Two Year,Offer A,Yes,Yes,Yes,Stayed
29,0,2000.08,Month-to-Month,None,Yes,No,Yes,Churned
1,0,22.54,Month-to-Month,None,No Internet,No Internet,No Internet,Churned
50,9,2287.95,One Year,None,No Internet,No Internet,No Internet,Stayed
7,3,191.63,Month-to-Month,Offer E,No Internet,No Internet,No Internet,Stayed
40,0,2954.75,One Year,None,No,No,Yes,Stayed
12,0,580.74,One Year,Offer D,No Internet,No Internet,No Internet,Stayed
9,0,882.76,Month-to-Month,Offer E,No,Yes,No,Stayed
8,0,575.45,Month-to-Month,None,No,Yes,No,Stayed
72,10,10335.01,Two Year,Offer A,Yes,No,Yes,Stayed
71,7,7799.44,Two Year,None,Yes,Yes,No,Stayed
72,3,1492.72,Two Year,None,No Internet,No Internet,No Internet,Stayed
34,9,3148.51,Two Year,Offer C,Yes,Yes,Yes,Stayed
24,0,1728.57,One Year,Offer C,No Internet,No Internet,No Internet,Stayed
56,2,6208.16,One Year,None,Yes,No,Yes,Stayed
52,0,4852.09,Two Year,Offer B,Yes,No,Yes,Stayed
55,8,3328.35,Two Year,Offer B,No Internet,No Internet,No Internet,Stayed
69,5,5133.82,One Year,Offer A,No,Yes,Yes,Stayed
68,2,10729.2,Two Year,Offer A,Yes,No,Yes,Stayed
1,0,122.28,Month-to-Month,Offer E,No,No,No,Churned
63,0,2747.26,Two Year,None,No Internet,No Internet,No Internet,Stayed
50,7,6272.4,One Year,Offer B,Yes,No,Yes,Stayed
72,1,5922.09,Two Year,None,Yes,Yes,Yes,Stayed
70,1,10373.65,Month-to-Month,Offer A,Yes,No,No,Stayed
39,6,1378.44,Two Year,Offer C,No Internet,No Internet,No Internet,Stayed
2,0,165.39,Month-to-Month,Offer E,No,No,No,Churned
52,1,7630.18,One Year,Offer B,No,No,Yes,Stayed
33,0,3987.79,Month-to-Month,None,No,No,Yes,Churned
20,3,2050.05,One Year,Offer D,Yes,Yes,No,Stayed
70,4,8502.45,Two Year,None,No,Yes,Yes,Stayed
37,0,5208.62,Month-to-Month,None,No,Yes,No,Stayed
7,0,496.42,Two Year,None,No,No,No,Stayed
56,1,5515.92,One Year,None,Yes,Yes,Yes,Stayed
57,6,3672.62,Two Year,None,No Internet,No Internet,No Internet,Stayed
48,0,4294.87,One Year,None,Yes,No,Yes,Stayed
56,4,6749.32,Month-to-Month,Offer B,No,Yes,No,Stayed
19,1,1988.22,One Year,None,No,Yes,No,Churned
62,4,5913.42,Month-to-Month,None,Yes,No,Yes,Stayed
23,3,2411.42,One Year,None,Yes,Yes,Yes,Stayed
29,9,1875.04,Month-to-Month,None,Yes,No,No,Stayed
29,0,2348.67,One Year,None,No,Yes,Yes,Stayed
2,0,210.14,Month-to-Month,Offer E,No,No,No,Churned
1,0,87.03,Month-to-Month,None,No,No,No,Churned
3,0,353.54,Month-to-Month,None,No,No,No,Churned
21,1,1965.57,One Year,None,No,No,No,Stayed
16,0,1783.62,Month-to-Month,None,No,Yes,No,Stayed
